alert_id,review_priority,review_status,metric_name,service_date,hour_of_day,PULocationID,pickup_borough,pickup_zone,current_trip_count,observed_value,baseline_value,robust_z,relative_deviation,direction,investigation_prompt,interpretation_boundary,reviewer,review_notes,disposition
a_992696be5ba07d8d,high,pending,trip_volume,2026-01-01,2,164,Manhattan,Midtown South,217,217.0,16.0,30.12725392328792,12.5625,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_249cfc60806d7f9e,high,pending,trip_volume,2026-01-01,3,164,Manhattan,Midtown South,148,148.0,9.5,46.70848509375422,14.578947368421053,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_b090c2a95d6eb3fd,high,pending,trip_volume,2026-01-01,4,164,Manhattan,Midtown South,80,80.0,7.0,24.618912720895725,10.428571428571429,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_0785853c06a2bdb9,high,pending,trip_volume,2026-01-01,0,170,Manhattan,Murray Hill,218,218.0,45.5,19.39160933495211,3.791208791208791,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_88b345564446e4b7,high,pending,trip_volume,2026-01-01,1,170,Manhattan,Murray Hill,338,338.0,19.0,143.4417015153559,16.789473684210527,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_4024c44dabe4fbbd,high,pending,trip_volume,2026-01-01,2,170,Manhattan,Murray Hill,226,226.0,9.5,146.02724942668286,22.789473684210527,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_3e66aeb311aa7191,high,pending,trip_volume,2026-01-01,3,170,Manhattan,Murray Hill,135,135.0,4.0,88.35828949143398,32.75,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_dc1d6f281257d3b4,high,pending,trip_volume,2026-01-01,4,170,Manhattan,Murray Hill,105,105.0,9.5,18.40396215143281,10.052631578947368,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_c3cb4f9dcd86eaec,high,pending,trip_volume,2026-01-01,0,186,Manhattan,Penn Station/Madison Sq West,126,126.0,47.0,17.76158999955034,1.6808510638297873,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_173fc9ec97169d6a,high,pending,trip_volume,2026-01-01,1,186,Manhattan,Penn Station/Madison Sq West,120,120.0,17.0,46.3150321507262,6.0588235294117645,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_f6560142d4d4c3e0,high,pending,trip_volume,2026-01-01,2,186,Manhattan,Penn Station/Madison Sq West,134,134.0,15.5,79.92715499797653,7.645161290322581,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_e9df1721917fa348,high,pending,trip_volume,2026-01-01,3,186,Manhattan,Penn Station/Madison Sq West,118,118.0,6.0,112.0,18.666666666666668,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_7ce9fa6212391cef,high,pending,trip_volume,2026-01-01,4,186,Manhattan,Penn Station/Madison Sq West,82,82.0,7.5,20.099824632402537,9.933333333333334,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_633a74eb02fec0f9,high,pending,trip_volume,2026-01-01,0,229,Manhattan,Sutton Place/Turtle Bay North,180,180.0,23.0,157.0,6.826086956521739,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_411ded63ba8335f5,high,pending,trip_volume,2026-01-01,1,229,Manhattan,Sutton Place/Turtle Bay North,223,223.0,10.5,143.3292863887765,20.238095238095237,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_cb1f120c83a20028,high,pending,trip_volume,2026-01-01,2,229,Manhattan,Sutton Place/Turtle Bay North,117,117.0,6.0,74.86847430190207,18.5,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_1d6ea7b6823e6937,high,pending,trip_volume,2026-01-01,0,230,Manhattan,Times Sq/Theatre District,0,0.0,78.5,-26.47376230945636,-1.0,low,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_d618236ffd643056,high,pending,trip_volume,2026-01-01,4,230,Manhattan,Times Sq/Theatre District,80,80.0,11.0,46.53986240388507,6.2727272727272725,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_0d9bd01cb5b5955a,high,pending,trip_volume,2026-01-01,0,231,Manhattan,TriBeCa/Civic Center,123,123.0,31.0,17.729471391956217,2.967741935483871,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_fa0d6234554e6d02,high,pending,gross_fare_per_trip,2026-01-01,1,231,Manhattan,TriBeCa/Civic Center,154,44.79071428571427,24.61772121212121,10.029359276995482,0.8194500579387639,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_ffed8ed182d17420,high,pending,trip_volume,2026-01-01,1,231,Manhattan,TriBeCa/Civic Center,154,154.0,21.0,12.815324430055309,6.333333333333333,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_14c1680a97e5beac,high,pending,trip_volume,2026-01-01,2,231,Manhattan,TriBeCa/Civic Center,121,121.0,16.0,20.234722784297855,6.5625,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_a5d35f32dd953b8b,high,pending,trip_volume,2026-01-01,3,231,Manhattan,TriBeCa/Civic Center,85,85.0,6.0,26.64238499932551,13.166666666666666,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_3208fe4385d4c3de,high,pending,trip_volume,2026-01-01,1,232,Manhattan,Two Bridges/Seward Park,85,85.0,5.0,80.0,16.0,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_22b9d6df451d1bb8,high,pending,trip_volume,2026-01-01,0,233,Manhattan,UN/Turtle Bay South,78,78.0,14.5,21.415081613381897,4.379310344827586,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_636f92ae1f00eaa6,high,pending,trip_volume,2026-01-01,1,233,Manhattan,UN/Turtle Bay South,94,94.0,8.0,86.0,10.75,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_bf6dd7a82d51f87c,high,pending,trip_volume,2026-01-01,0,234,Manhattan,Union Sq,285,285.0,73.0,17.874005126129774,2.904109589041096,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_abbfe96f86cf12e8,high,pending,trip_volume,2026-01-01,1,234,Manhattan,Union Sq,251,251.0,23.5,43.84189936597869,9.680851063829786,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_0a61bd8937b0acfb,high,pending,trip_volume,2026-01-01,2,234,Manhattan,Union Sq,215,215.0,10.5,91.95557354197581,19.476190476190474,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_1ed2264af92330f0,high,pending,trip_volume,2026-01-01,3,234,Manhattan,Union Sq,194,194.0,3.5,85.66032645352759,54.42857142857143,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_ec1bacf46f33ea02,high,pending,trip_volume,2026-01-01,4,234,Manhattan,Union Sq,101,101.0,7.0,94.0,13.428571428571429,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_041cd458d987e28c,high,pending,trip_volume,2026-01-01,0,236,Manhattan,Upper East Side North,222,222.0,16.5,46.20261702414677,12.454545454545455,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_841ec39b37a671e8,high,pending,trip_volume,2026-01-01,1,236,Manhattan,Upper East Side North,157,157.0,6.0,101.84810468096587,25.166666666666668,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_0f0ebe756e2a8796,high,pending,trip_volume,2026-01-01,0,237,Manhattan,Upper East Side South,323,323.0,39.5,54.63375151760421,7.177215189873418,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_aa840b3697a01625,high,pending,trip_volume,2026-01-01,1,237,Manhattan,Upper East Side South,322,322.0,20.5,203.35896398219344,14.707317073170731,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_616d1f146831665f,high,pending,trip_volume,2026-01-01,2,237,Manhattan,Upper East Side South,116,116.0,9.0,36.085255631997846,11.88888888888889,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_f8f7e8476ccc3d71,high,pending,trip_volume,2026-01-01,0,238,Manhattan,Upper West Side North,177,177.0,14.0,109.94199379468502,11.642857142857142,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_e3d81e5c2ce2ee21,high,pending,trip_volume,2026-01-01,1,238,Manhattan,Upper West Side North,195,195.0,7.5,84.3113449345744,25.0,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_9a55329cb34a72f8,high,pending,trip_volume,2026-01-01,2,238,Manhattan,Upper West Side North,89,89.0,1.5,87.5,58.333333333333336,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_5ec2439e59c0efee,high,pending,trip_volume,2026-01-01,0,239,Manhattan,Upper West Side South,316,316.0,19.5,99.99325509240524,15.205128205128204,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_55e685714ccf7636,high,pending,trip_volume,2026-01-01,1,239,Manhattan,Upper West Side South,329,329.0,9.0,215.83704303251048,35.55555555555556,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_0dcadb160a3ee911,high,pending,trip_volume,2026-01-01,2,239,Manhattan,Upper West Side South,143,143.0,3.0,94.42870632672333,46.666666666666664,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_7e8e6970cc119fc2,high,pending,trip_volume,2026-01-01,0,246,Manhattan,West Chelsea/Hudson Yards,224,224.0,31.0,23.668493923451432,6.225806451612903,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_05e01dcd2d397890,high,pending,gross_fare_per_trip,2026-01-01,1,246,Manhattan,West Chelsea/Hudson Yards,216,51.35754629629631,23.815952380952382,11.236699541603883,1.1564347070735352,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_618a7bc9886a05f4,high,pending,median_fare_per_mile,2026-01-01,1,246,Manhattan,West Chelsea/Hudson Yards,216,13.792372881355933,6.257420634920635,30.13980898574119,1.204162655197762,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_456c230ab9319541,high,pending,median_trip_duration,2026-01-01,1,246,Manhattan,West Chelsea/Hudson Yards,216,1227.0,566.5,11.008333333333333,1.1659311562224184,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_9d6a77298cf8e607,high,pending,trip_volume,2026-01-01,1,246,Manhattan,West Chelsea/Hudson Yards,216,216.0,25.5,28.553442151175865,7.470588235294118,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_5ae25535e016efbe,high,pending,trip_volume,2026-01-01,2,246,Manhattan,West Chelsea/Hudson Yards,167,167.0,27.5,47.04573047349252,5.072727272727272,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_1347898e5d192426,high,pending,trip_volume,2026-01-01,3,246,Manhattan,West Chelsea/Hudson Yards,164,164.0,26.5,92.74247942803184,5.188679245283019,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_fe7abb3592fee4af,high,pending,trip_volume,2026-01-01,4,246,Manhattan,West Chelsea/Hudson Yards,84,84.0,8.0,76.0,9.5,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_708223c87f12304a,high,pending,trip_volume,2026-01-01,0,249,Manhattan,West Village,288,288.0,75.5,31.85095253083922,2.814569536423841,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_ad7d077921b256aa,high,pending,gross_fare_per_trip,2026-01-01,1,249,Manhattan,West Village,231,43.11744588744587,23.4193316953317,14.650829384795028,0.8411048807187226,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_10f405d5ac67a064,high,pending,trip_volume,2026-01-01,1,249,Manhattan,West Village,231,231.0,43.0,42.26808759386663,4.372093023255814,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_0b6851b18a7641e2,high,pending,trip_volume,2026-01-01,2,249,Manhattan,West Village,229,229.0,25.0,18.34614865776339,8.16,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_29e75206c4e493bc,high,pending,trip_volume,2026-01-01,3,249,Manhattan,West Village,232,232.0,20.5,95.10319708619991,10.317073170731707,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_3c882a7f256a378c,high,pending,trip_volume,2026-01-01,4,249,Manhattan,West Village,104,104.0,7.5,43.39223885966096,12.866666666666667,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_1e1e7c63a2b05d85,high,pending,trip_volume,2026-01-01,2,255,Brooklyn,Williamsburg (North Side),82,82.0,2.0,80.0,40.0,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_927e5736de916256,high,pending,trip_volume,2026-01-01,3,255,Brooklyn,Williamsburg (North Side),80,80.0,0.5,79.5,159.0,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_d8b4dc75ff5646d8,high,pending,trip_volume,2026-01-01,0,262,Manhattan,Yorkville East,112,112.0,5.5,106.5,19.363636363636363,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_1f084a926b2ff4c2,high,pending,trip_volume,2026-01-01,1,262,Manhattan,Yorkville East,90,90.0,4.0,86.0,21.5,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_cae92a609c1a212f,high,pending,trip_volume,2026-01-01,0,263,Manhattan,Yorkville West,289,289.0,18.0,91.39349790907865,15.055555555555555,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_3f317cc850d071f8,high,pending,trip_volume,2026-01-01,1,263,Manhattan,Yorkville West,306,306.0,7.5,298.5,39.8,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_1db8252ea8a3f4ad,high,pending,trip_volume,2026-01-01,2,263,Manhattan,Yorkville West,213,213.0,9.5,137.25886955348713,21.42105263157895,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_c4f86ffddc1e5a7f,high,pending,trip_volume,2026-01-01,3,263,Manhattan,Yorkville West,130,130.0,2.5,85.9975718332659,51.0,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_d59e5f2134f1cdb2,high,pending,trip_volume,2026-01-01,4,263,Manhattan,Yorkville West,95,95.0,9.0,86.0,9.555555555555555,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_20a2964b4180e7b2,high,pending,trip_volume,2026-01-02,2,132,Queens,JFK Airport,112,112.0,19.5,6.567410026482637,4.743589743589744,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_b5ae3115f732de56,high,pending,trip_volume,2026-01-03,1,132,Queens,JFK Airport,297,297.0,51.5,13.798956787625343,4.766990291262136,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_8d4a16265eb54a5a,high,pending,trip_volume,2026-01-03,20,138,Queens,LaGuardia Airport,231,231.0,111.5,40.300822878726564,1.0717488789237668,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_bd9c38717a2e6156,high,pending,trip_volume,2026-01-03,21,138,Queens,LaGuardia Airport,224,224.0,70.5,7.395309398546955,2.1773049645390072,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_3af99b68ca20755f,high,pending,trip_volume,2026-01-03,22,138,Queens,LaGuardia Airport,187,187.0,57.0,6.495096202367213,2.280701754385965,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_5e05b1a747389e74,high,pending,trip_volume,2026-01-03,23,138,Queens,LaGuardia Airport,174,174.0,78.5,42.94257835334323,1.21656050955414,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_b6ee03f32cbf6542,high,pending,trip_volume,2026-01-04,1,132,Queens,JFK Airport,187,187.0,44.0,143.0,3.25,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_6e8bdb3f1fb735d3,high,pending,trip_volume,2026-01-04,2,132,Queens,JFK Airport,82,82.0,8.0,49.91231620126805,9.25,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_25b4305170e2c902,high,pending,trip_volume,2026-01-05,8,107,Manhattan,Gramercy,119,119.0,51.0,22.93268582220424,1.3333333333333333,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_d1d49c35ceedcf7e,high,pending,trip_volume,2026-01-05,1,138,Queens,LaGuardia Airport,81,81.0,7.0,7.130330885895435,10.571428571428571,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_4243750282a634df,high,pending,trip_volume,2026-01-05,8,140,Manhattan,Lenox Hill East,182,182.0,76.0,14.299204100903818,1.394736842105263,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_b663d6992af01b33,high,pending,trip_volume,2026-01-05,7,141,Manhattan,Lenox Hill West,139,139.0,45.0,15.850532847699988,2.088888888888889,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_4c497d00eb2cc283,high,pending,trip_volume,2026-01-05,23,142,Manhattan,Lincoln Square East,161,161.0,49.0,15.108593012275733,2.2857142857142856,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_1161e1e813559b89,high,pending,trip_volume,2026-01-05,7,229,Manhattan,Sutton Place/Turtle Bay North,82,82.0,29.0,11.916003417419848,1.8275862068965518,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_9400fda9adf9fb6f,high,pending,trip_volume,2026-01-05,7,236,Manhattan,Upper East Side North,262,262.0,65.0,66.43733980844463,3.0307692307692307,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_73738ed229d979e3,high,pending,trip_volume,2026-01-05,8,236,Manhattan,Upper East Side North,370,370.0,113.0,34.668825037096994,2.274336283185841,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_7502e76ed9d76d59,high,pending,trip_volume,2026-01-05,7,237,Manhattan,Upper East Side South,154,154.0,47.0,14.434102252799137,2.276595744680851,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_45d623e7dc343b8f,high,pending,trip_volume,2026-01-05,8,249,Manhattan,West Village,76,76.0,28.0,10.791852151625523,1.7142857142857142,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_c9aefbe72e58ccc6,high,pending,trip_volume,2026-01-05,6,263,Manhattan,Yorkville West,83,83.0,31.0,52.0,1.6774193548387097,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_8bb0a67bb6fc70d2,high,pending,trip_volume,2026-01-11,0,50,Manhattan,Clinton West,111,111.0,28.0,83.0,2.9642857142857144,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_1d9abaf5efab404e,high,pending,trip_volume,2026-01-11,23,142,Manhattan,Lincoln Square East,132,132.0,21.0,8.318719366878007,5.285714285714286,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_3a80f0ccb4ec2775,high,pending,trip_volume,2026-01-11,14,246,Manhattan,West Chelsea/Hudson Yards,234,234.0,94.0,13.489815189531903,1.4893617021276595,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_377800b71aaf4f11,high,pending,trip_volume,2026-01-11,15,246,Manhattan,West Chelsea/Hudson Yards,291,291.0,107.0,24.821259948738703,1.719626168224299,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_8e9a911bb5e5d99b,high,pending,trip_volume,2026-01-11,16,246,Manhattan,West Chelsea/Hudson Yards,335,335.0,99.0,15.917981923647647,2.3838383838383836,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_119d696b8b9e739b,high,pending,trip_volume,2026-01-11,17,246,Manhattan,West Chelsea/Hudson Yards,313,313.0,93.0,6.7449075947659525,2.3655913978494625,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_fee84f936123e718,high,pending,trip_volume,2026-01-12,8,48,Manhattan,Clinton East,121,121.0,58.0,14.164305949008499,1.0862068965517242,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_ac51ed6f3c19b4b6,high,pending,trip_volume,2026-01-12,9,50,Manhattan,Clinton West,91,91.0,35.0,12.590494176896444,1.6,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_ab157e0562a39efa,high,pending,trip_volume,2026-01-12,21,68,Manhattan,East Chelsea,257,257.0,118.0,23.438553891811683,1.1779661016949152,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_e3d98c007e2c586e,high,pending,trip_volume,2026-01-12,8,79,Manhattan,East Village,100,100.0,49.0,51.0,1.0408163265306123,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_417b42a09b4ee9da,high,pending,trip_volume,2026-01-12,23,100,Manhattan,Garment District,76,76.0,25.0,34.39902873330636,2.04,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_e7d28a3b24731317,high,pending,trip_volume,2026-01-12,8,107,Manhattan,Gramercy,133,133.0,51.0,27.654121138540404,1.607843137254902,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_0a118be95f04fcf3,high,pending,trip_volume,2026-01-12,7,140,Manhattan,Lenox Hill East,134,134.0,45.0,10.004946265569496,1.9777777777777779,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_ea66599fe5e4fd23,high,pending,trip_volume,2026-01-12,8,140,Manhattan,Lenox Hill East,195,195.0,76.0,16.052880075542966,1.5657894736842106,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_bfdebfd5a18fb420,high,pending,trip_volume,2026-01-12,11,140,Manhattan,Lenox Hill East,211,211.0,102.0,12.253248797158145,1.0686274509803921,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_9f9b577918dff12d,high,pending,trip_volume,2026-01-12,7,141,Manhattan,Lenox Hill West,133,133.0,45.0,14.838796708485095,1.9555555555555555,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
